Meeting / File Date,Name,File Type,Media Purpose,Download Link
5/3/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/May/City Council Packet May 3, 2011_98d09841.pdf"
5/3/2011,Redevelopment Agency Packet,Document,Packets,"http://www.midvalecity.org/files/rda/packets/2011/May/RDA Packet May 3, 2011_914d84d0.pdf"
4/21/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/April/20110421ccm_5fbce5c6.pdf
4/19/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/April/20110419ccm_58a24a1e.pdf
4/26/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/April/20110426cwm_a75d80c1.pdf
1/4/2011,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2011/January/20110104rda_2b89a37c.pdf
4/12/2011,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2011/April/20110412rda_1978b105.pdf
5/11/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/May/PC Agenda 05-11-11_964581b2.pdf
5/10/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/May/20110510WA_8ed72a6f.pdf
5/9/2011,Special Meeting with the City Council,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/May/20110509SMA_892bcbff.pdf
5/11/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/May/PC Packet 05-11-11_da89372a.pdf
4/27/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/April/PC_04272011_28f2769e.pdf
5/17/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/May/20110517CCA_e396d85d.pdf
5/17/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/May/Council Packet 5-17-2011_3711eee3.pdf
5/24/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/May/20110524WA_9d6ca8d7.pdf
5/3/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/May/20110503ccm_1f2a67b8.pdf
5/10/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/May/20110510cwm_e14c5347.pdf
6/8/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/June/PC agenda 06-08-11_a9086e89.pdf
6/7/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/June/20110607CCA_42ce3889.pdf
6/7/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/June/Council Packet June 7, 2011_c8cca1af.pdf"
6/8/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/June/PC packet 06-08-11_48647057.pdf
5/11/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/May/PC 05112011_4f69b460.pdf
5/17/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/May/20110517ccm_b0c2b1ae.pdf
5/24/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/May/20110524cwm_9a225de0.pdf
6/14/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/June/20110614WA_d9c8dc78.pdf
6/22/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/June/PC agenda 06-22-11_8c664131.pdf
6/22/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/June/PC packet 06-22-11_433ef0ef.pdf
6/21/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/June/20110621CCA_2649aed.pdf
6/21/2011,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2011/June/20110621RDA_605be4a7.pdf
6/21/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/June/Council Packet June 21, 2011_f9e08260.pdf"
6/21/2011,Redevelopment Agency Packet,Document,Packets,"http://www.midvalecity.org/files/rda/packets/2011/June/RDA Packet June 21, 2011_b9750bd5.pdf"
6/8/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/June/PC 06082011_8ada15ea.pdf
5/3/2011,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2011/May/20110503rda_bf8ccdb1.pdf
5/17/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/May/20110517ccm_5b3d6bad.pdf
5/24/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/May/20110524cwm_1b8eefc6.pdf
6/7/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/June/20110607ccm_5ab27654.pdf
6/14/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/June/20110614cwm_589e8f84.pdf
6/28/2011,Swearing-In Ceremony,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/June/20110628 Swearing In_a430e69b.pdf
7/13/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/July/PC agenda 07-13-11_7b5a6e62.pdf
7/13/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/July/PC packet 07-13-11_8716abcb.pdf
6/22/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/June/06222011_4d5635d.pdf
7/19/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/July/20110719CCA_14edf072.pdf
7/19/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/July/Council packet 7-19-2011_2a02c09.pdf
7/27/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/July/07-27-11 PC agenda_89a6322e.pdf
7/27/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/July/07-27-11 PC packet_a1d2904c.pdf
7/13/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/July/07132011_43ccc99b.pdf
8/10/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/August/PC Agenda 08-10-11_c1e0e394.pdf
8/10/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/August/PC Packet 08-10-11_b2519c53.pdf
8/9/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/August/20110809CCA_1412810c.pdf
8/9/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/August/Council Packet 08-09-2011_ff633b56.pdf
6/21/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/June/20110621ccm_e535f723.pdf
7/27/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/July/07272011_9325375.pdf
8/24/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/August/PC agenda 08-24-11_fdb700ca.pdf
8/23/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/August/20110823CCA_1dffa4f7.pdf
8/23/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/August/Council Packet 8-23-2011_ce1d09bc.pdf
7/19/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/July/20110719ccm_2e317cb1.pdf
8/24/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/August/PC Packet 08-24-11_d33aa094.pdf
8/10/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/August/PZ08102011_5f5e6b8b.pdf
8/23/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/August/20110823CCA_a10ac852.pdf
8/9/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/August/20110809ccm_b43c77.pdf
9/6/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/September/20110906CCA_48547c8b.pdf
9/6/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/September/Council Packet 09-06-2011_17825d7e.pdf
8/23/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/August/20110823ccm_46154e7d.pdf
9/13/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/September/20110913 Election Social_bac3449a.pdf
9/20/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/September/20110920CCA_19a665f2.pdf
9/20/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/September/Council Packet_ea95739b.pdf
9/27/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/September/20110927WA_7d8a103d.pdf
10/4/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/October/20111004CCA_5094d8a7.pdf
10/4/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/October/Council Packet - October 4, 2011_a5df0ac7.pdf"
10/12/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/October/PC agenda 10-12-11_826e0be7.pdf
9/6/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/September/20110906ccm_62b815b9.pdf
9/20/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/September/20110920ccm_9411a03f.pdf
9/27/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/September/20110927cwm_74dceac4.pdf
10/12/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/October/PC packet 10-12-11_a4ffcccd.pdf
10/11/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/October/20111011WA_cae12df7.pdf
10/18/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/October/20111018CCA_cc352ed1.pdf
10/18/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/October/Council Packet 10-18-2011_11c3bb97.pdf
8/24/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/August/PC08242011_c819ac55.pdf
10/25/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/October/20111025WA_98367ea5.pdf
11/1/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/November/20111101CCA_9299ef10.pdf
11/1/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/November/Council Packet 11-1-11_50def0c9.pdf
10/4/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/October/20111004ccm_799ef0a9.pdf
10/11/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/October/20111011cwm_388a9e0.pdf
10/18/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/October/20111018ccm_487a53e.pdf
10/25/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/October/20111025cwm_60dbb86e.pdf
11/9/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/November/PC agenda 11-09-11_a49216f8.pdf
11/9/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/November/PC packet 11-09-11_d63d9377.pdf
10/12/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/October/PC10122011_63a698f7.pdf
11/17/2011,Board of Adjustment Agenda,Document,Agendas,http://www.midvalecity.org/files/boa/agendas/2011/November/BOA Agenda 11-17-11_f2a86ff1.pdf
11/17/2011,Board of Adjustment Packet,Document,Packets,http://www.midvalecity.org/files/boa/packets/2011/November/BOA packet 11-17-11_37e013e2.pdf
11/15/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/November/20111115CCA_a9119be.pdf
11/15/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/November/Council Packet November 15, 2011_ec15aaaf.pdf"
11/22/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/November/20111122Special Meeting_5b656390.pdf
11/22/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/November/Council Packet 11-22-2011_df646cc4.pdf
12/1/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/December/20111201 legislative breakfast_230ae6f0.pdf
12/1/2011,Board of Adjustment Agenda,Document,Agendas,http://www.midvalecity.org/files/boa/agendas/2011/December/BOA Agenda 12-01-11_9c2af8c5.pdf
11/17/2011,Board of Adjustment Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2011/November/BA11172011_e6e2cc07.pdf
12/1/2011,Board of Adjustment Packet,Document,Packets,http://www.midvalecity.org/files/boa/packets/2011/December/BOA packet 12-01-11_b1e0af8e.pdf
12/6/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/December/20111206CCA_3121d561.pdf
12/6/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/December/Council Packet 12-06-2011_4138af7e.pdf
11/1/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/November/20111101ccm_89b9caa.pdf
11/15/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/November/20111115ccm_11a760d5.pdf
11/22/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/November/20111122ccm_d74b0fd1.pdf
12/14/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/December/PC Agenda 12-14-11_c26a4a1d.pdf
12/13/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/December/20111213CCA_a2b2f6b4.pdf
12/13/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/December/20111213_516142d2.pdf
11/9/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/November/PC11092011_5167a2cd.pdf
12/14/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/December/PC packet 12-14-11_32de1628.pdf
12/6/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/December/20111206ccm_8340d64c.pdf
1/1/2012,Planning Commission Meeting Schedule,Document,Schedules,http://www.midvalecity.org/files/planning/schedules/2012/January/2012 All Meetings Schedule_1bda96bd.pdf
1/3/2012,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2012/January/20120103RDA_a97f4ebd.pdf
1/3/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/January/20120103CCA_248a358b.pdf
1/3/2012,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2012/January/January 3 2012 Council Packet_4e0cd4ae.pdf
1/3/2012,Redevelopment Agency Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2012/January/January 3 2012 RDA Packet_efbaad05.pdf
2/1/2012,Community Council Agenda,Document,Agendas,http://www.midvalecity.org/files/unspecified/agendas/2012/February/CommunityCouncil_February_Agenda1_d45a97f2.pdf
1/10/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/January/20120110WA_f9cbfa41.pdf
1/11/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/January/PC agenda 01-11-12_6b304abf.pdf
1/11/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/January/PC Packet 01-11-12_d5dea776.pdf
12/14/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/December/PC12142012_89c66e5a.pdf
1/24/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/January/20120124WA_f146c.pdf
2/8/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/February/PC agenda 02-08-12_fdfb71d1.pdf
2/7/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/February/20120207CCA_16a4a096.pdf
2/7/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/February/February 7, 2012_fec9bed7.pdf"
2/8/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/February/PC packet 02-08-12_26bed906.pdf
1/11/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/January/PC01112012_70595c5a.pdf
1/3/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/January/20120103ccm_a4630442.pdf
1/10/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/January/20120110cwm_cef24db2.pdf
1/24/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/January/20120124cwm_b9d7d93d.pdf
12/13/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/December/20111213ccm_451749a3.pdf
6/21/2011,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2011/June/20110621rda_b4836e1f.pdf
2/22/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/February/PC agenda 02-22-12_a75de957.pdf
2/21/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/February/20120221WA_ca410e3c.pdf
2/22/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/February/PC packet 02-22-12_831fa579.pdf
1/1/2012,City Council Meeting Schedule,Document,Schedules,http://www.midvalecity.org/files/council/schedules/2012/January/2012 All Meetings Schedule_a0446d71.pdf
2/28/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/February/20120228CCA_1c18b06f.pdf
2/28/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/February/February 28, 2012_734cf5b8.pdf"
2/7/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/February/20120207ccm_3d3b8388.pdf
2/21/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/February/20120221cwm_4c27598a.pdf
3/6/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/March/20120306CCA_b62f2a20.pdf
3/6/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/March/March 6, 2012_86bbdb57.pdf"
2/8/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/February/PC02082012_9463958.pdf
2/28/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/February/20120228ccm_c50c0fde.pdf
3/14/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/March/PC Agenda 03-14-12_fc50e844.pdf
2/22/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/February/PC02222012_8d6be17b.pdf
3/14/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/March/PC Packet 03-14-12_1afe06a9.pdf
3/20/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/March/20120320CCA_261f3b04.pdf
3/19/2012,Budget Retreat,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/March/Budget Retreat March 2012_66fbcd6b.pdf
3/20/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/March/March 20, 2012_16664e0f.pdf"
3/20/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/March/March 20, 2012_32604cd6.pdf"
3/28/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/March/PC agenda 03-28-12_19936247.pdf
3/27/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/March/20120327WA_bb6efa12.pdf
3/6/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/March/20120306ccm_2f79e0d5.pdf
3/6/2012,City Council Minutes - Workshop,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/March/20120306cwm_520f3d79.pdf
3/28/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/March/PC packet 03-28-12_13559fe6.pdf
4/3/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/April/April 3, 2012 Council Packet_75a451a4.pdf"
4/3/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/April/20120403CCA_9f5639d2.pdf
3/14/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/March/PC03142012_9099c0cf.pdf
4/11/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/April/PC Agenda 04-11-12_4fb7ebad.pdf
4/11/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/April/PC Packet 04-11-12_fd9304d7.pdf
3/28/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/March/PC03282012_eea9ae38.pdf
4/17/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/April/20120417CCA_69c5bfc0.pdf
4/17/2012,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2012/April/20120417RDA_694fbd7c.pdf
4/17/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/April/April 17, 2012 Council Packet_e08a233d.pdf"
4/17/2012,Redevelopment Agency Packet,Document,Packets,"http://www.midvalecity.org/files/rda/packets/2012/April/April 17, 2012 RDA Packet_140a7afb.pdf"
4/25/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/April/PC agenda 04-25-12_c7f3a05d.pdf
4/11/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/April/PC04112012_22762659.pdf
4/25/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/April/PC packet 04-25-12_3ce53230.pdf
5/1/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/May/20120501CCA_3c50eedc.pdf
5/1/2012,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2012/May/20120501RDA_f3c2b562.pdf
5/1/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/May/City Council Packet May 1, 2012_b520e545.pdf"
5/1/2012,Redevelopment Agency Packet,Document,Packets,"http://www.midvalecity.org/files/rda/packets/2012/May/RDA Packet May 1, 2012_7c3d1e5f.pdf"
3/20/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/March/20120320ccm_f7ef14c1.pdf
3/27/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/March/20120327cwm_c049a6ad.pdf
4/3/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/April/20120403ccm_6c15f4f3.pdf
1/3/2012,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2012/January/20120103rda_1c1a2ddd.pdf
5/1/2012,Appeal Board Hearing,Document,Agendas,"http://www.midvalecity.org/files/council/agendas/2012/May/Appeal Board May 1, 2012_e0c30a2a.pdf"
4/17/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/April/20120417ccm_2b76f2f6.pdf
4/17/2012,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2012/April/20120417rda_7990d3b1.pdf
5/9/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/May/PC agenda 05-09-12_947b5d0b.pdf
5/9/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/May/PC packet 05-09-12_342fbd3c.pdf
5/15/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/May/20120515CCA_1bd28f35.pdf
5/15/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/May/May 15, 2012 Council Packet_1fef044d.pdf"
5/23/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/May/PC agenda 05-23-12_f313431a.pdf
5/23/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/May/PC packet 05-23-12_f5fbf6a3.pdf
4/25/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/April/PC204252012_93b64333.pdf
5/9/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/May/PC05092012_db9890bb.pdf
6/5/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/June/20120605CCA_c2f4bc0b.pdf
6/5/2012,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2012/June/20120605RDA_61b17c54.pdf
6/5/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/June/June 5, 2012 Council Packet_31ce888f.pdf"
6/13/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/June/PC agenda 06-13-12_2611d94b.pdf
6/12/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/June/20120612wa_4941b5e4.pdf
6/13/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/June/PC packet 06-13-12_e563b630.pdf
6/19/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/June/20120619CCA_271fa9bf.pdf
6/19/2012,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2012/June/20120619RDA_4144dd75.pdf
6/19/2012,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2012/June/June 19th Council Packet_5921a89b.pdf
6/19/2012,Redevelopment Agency Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2012/June/June 19th RDA Packet_34292976.pdf
6/27/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/June/PC Agenda 06-27-12_1aef99ed.pdf
6/27/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/June/PC Packet 06-27-12_91919eac.pdf
5/23/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/May/PC05232012_98557a40.pdf
5/1/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/May/20120501ccm_153065f1.pdf
5/8/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/May/20120508cwm_bed90426.pdf
