Meeting / File Date,Name,File Type,Media Purpose,Download Link
11/15/2005,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2005/20051115cm.pdf
12/6/2005,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2005/20051206cm.pdf
12/13/2005,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2005/20051213cm.pdf
1/1/2007,City Council Meeting Dates,Document,Schedules,http://www.midvalecity.org/files/council/schedules/2007/2007 Council Meeting Dates.pdf
11/27/2007,City Council Legislative Breakfast Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2007/20071127 SPMA legislative breakfast.pdf
1/1/2007,Budget Retreat Schedule,Document,Schedules,http://www.midvalecity.org/files/council/schedules/2007/Budget Retreat 2007.pdf
1/1/2009,City Council Meeting Schedule,Document,Schedules,http://www.midvalecity.org/files/council/schedules/2009/2009_meeting_schedule.pdf
1/1/2009,Budget Retreat Schedule,Document,Schedules,http://www.midvalecity.org/files/council/schedules/2009/budget_retreat_2009.pdf
3/7/2006,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20060307rda.pdf
3/28/2006,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20060328rda.pdf
4/4/2006,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20060404rda.pdf
4/18/2006,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20060418rda.pdf
5/2/2006,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20060502rda.pdf
6/6/2006,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20060606rda.pdf
6/20/2006,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20060620rda.pdf
10/3/2006,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20061003rda.pdf
2/5/2008,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20080205rda.pdf
2/19/2008,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20080219rda.pdf
12/16/2008,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20081216rda.pdf
5/5/2009,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20090505rda.pdf
3/7/2006,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20060307mrda.pdf
3/28/2006,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20060328mrda.pdf
4/4/2006,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20060404mrda.pdf
4/18/2006,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20060418mrda.pdf
5/2/2006,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20060502mrda.pdf
6/6/2006,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20060606mrda.pdf
6/20/2006,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20060620mrda.pdf
10/3/2006,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20061003mrda.pdf
5/1/2007,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20070501rda.pdf
2/5/2008,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20080205rda.pdf
6/3/2008,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20080603rda.pdf
12/2/2008,RDA Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/20081202rda.pdf
12/11/2007,MBA Meeting Minutes,Document,Agendas,http://www.midvalecity.org/files/mba/minutes/12112007mba.pdf
4/18/2006,MBA Meeting Minutes,Document,Agendas,http://www.midvalecity.org/files/mba/minutes/20060418mmba.pdf
5/2/2006,MBA Meeting Minutes,Document,Agendas,http://www.midvalecity.org/files/mba/minutes/20060502mmba.pdf
6/20/2006,MBA Meeting Minutes,Document,Agendas,http://www.midvalecity.org/files/mba/minutes/20060620mbam.pdf
6/5/2007,MBA Meeting Minutes,Document,Agendas,http://www.midvalecity.org/files/mba/minutes/20070605mba.pdf
1/14/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090114m.pdf
2/11/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090211m.pdf
2/25/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090225m.pdf
3/11/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090311m.pdf
3/25/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090325m.pdf
4/8/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090408m.pdf
4/22/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090422m.pdf
5/13/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090513m.pdf
5/27/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090527m.pdf
6/10/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090610m.pdf
6/24/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090624m.pdf
7/22/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090722m.pdf
8/12/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090812m.pdf
8/26/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090826m.pdf
9/9/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090909m.pdf
9/26/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20090923m.pdf
10/14/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20091014m.pdf
1/9/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080109m.pdf
1/23/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080123m.pdf
2/13/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080213m.pdf
2/27/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080227m.pdf
3/12/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080312m.pdf
3/26/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080326m.pdf
4/9/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080409m.pdf
4/23/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080423m.pdf
5/14/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080514m.pdf
5/28/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080528m.pdf
6/11/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080611m.pdf
6/25/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080625m.pdf
7/9/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080709m.pdf
7/23/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080723m.pdf
8/13/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080813m.pdf
8/27/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080827m.pdf
9/10/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080910m.pdf
9/24/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20080924m.pdf
10/8/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20081008m.pdf
10/22/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20081022m.pdf
12/10/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20081210m.pdf
12/11/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2008/pzc20081211m.pdf
1/10/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070110m.pdf
1/24/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070124m.pdf
2/14/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070214m.pdf
2/28/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070228m.pdf
3/28/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070328m.pdf
4/25/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070425m.pdf
5/23/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070523m.pdf
6/27/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070627m.pdf
7/11/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070711m.pdf
8/8/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070808m.pdf
8/22/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070822m.pdf
9/12/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070912m.pdf
9/26/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20070926m.pdf
10/10/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20071010m.pdf
10/24/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20071024m.pdf
11/14/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20071114m.pdf
12/12/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20071212m.pdf
12/18/2007,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2007/pzc20071218m.pdf
1/11/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060111m.pdf
2/8/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060208m.pdf
2/22/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060222m.pdf
3/8/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060308m.pdf
3/22/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060322m.pdf
4/12/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060412m.pdf
4/26/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060426m.pdf
5/10/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060510m.pdf
5/24/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060524m.pdf
6/14/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060614m.pdf
6/28/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060628m.pdf
7/26/2008,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060726m.pdf
8/9/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060809m.pdf
9/13/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060913m.pdf
9/27/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20060927m.pdf
10/11/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20061011m.pdf
10/25/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20061025m.pdf
11/8/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20061108m.pdf
12/13/2006,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2006/pzc20061213m.pdf
2/9/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050209m.pdf
2/23/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050223m.pdf
3/9/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050309m.pdf
3/23/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050323m.pdf
4/13/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050413m.pdf
4/27/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050427m.pdf
5/25/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050525m.pdf
6/8/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050608m.pdf
6/22/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050622m.pdf
7/13/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050713m.pdf
7/27/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050727m.pdf
8/10/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050810m.pdf
8/24/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050824m.pdf
9/14/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050914m.pdf
9/28/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20050928m.pdf
10/12/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20051012m.pdf
10/26/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20051026m.pdf
11/9/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20051109m.pdf
12/14/2005,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2005/pzc20051214m.pdf
1/1/2009,Planning Meeing Schedule,Document,Schedules,http://www.midvalecity.org/files/planning/schedules/PlanningComSchedule2009.doc
10/28/2009,Legal Planning Notice,Document,Legal Notices,http://www.midvalecity.org/files/planning/legal/20091028_-_7136_s_300_e.pdf
11/10/2009,Legal Planning Notice,Document,Legal Notices,http://www.midvalecity.org/files/planning/legal/20091110_-_amendment_to_ord_no._05-05-2009_o-8.pdf
10/28/2009,Legal Planning Notice,Document,Legal Notices,http://www.midvalecity.org/files/planning/legal/20091029_-_498_w_2nd_ave.pdf
10/28/2009,Planning Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/pzc20091028a.pdf
10/28/2009,Board of Adjustments Agenda,Document,Agendas,http://www.midvalecity.org/files/boa/agendas/pzc20091028a.pdf
1/18/2007,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2007/ba20070118m.pdf
2/15/2007,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2007/ba20070215m.pdf
3/16/2006,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2006/ba20060316m.pdf
5/18/2006,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2006/ba20060518m.pdf
6/15/2006,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2006/ba20060615m.pdf
7/20/2006,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2006/ba20060720m.pdf
8/17/2006,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2006/ba20060817m.pdf
10/19/2006,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2006/ba20061019m.pdf
2/17/2005,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2005/ba20050217m.pdf
4/21/2005,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2005/ba20050421m.pdf
11/18/2009,Planning Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2009/pzc20091118m.pdf
11/18/2009,Planning Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/pzc20091118a.rtf
12/9/2009,Planning Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/pzc20091209a.rtf
1/5/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/20100105cca.pdf
1/12/2010,City Council Workshop Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/20100112WA.pdf
1/13/2010,Planning & Zoning Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/pzc20090113.rtf
12/1/2009,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2009/20091201ccm (2).pdf
12/3/2009,City Council Special Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2009/20091203spcm (2).pdf
12/15/2009,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2009/20091215ccm (2).pdf
1/26/2010,City Council Workshop Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/20100126WA.pdf
1/26/2010,RDA Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/20100126RDA.pdf
1/13/2010,Planning Commission Meeting,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/January/AR-M550N_20100128_115901.pdf
2/2/2010,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/February/20100202CCA.pdf
2/2/2010,RDA Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/February/20100202RDA.pdf
2/10/2010,Planning Commission Agenda,Document,Agendas,"http://www.midvalecity.org/files/planning/agendas/2010/February/PC Agenda, February 10th, 2010.rtf"
2/9/2010,City Council Workshop Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/February/20100209WA.pdf
2/9/2010,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/February/20100209RDA.pdf
2/16/2010,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/February/20100216CCA.pdf
2/16/2010,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/February/20100216RDA.pdf
1/1/2010,City Council Schedule,Document,Schedules,http://www.midvalecity.org/files/council/schedules/2010/January/2010 Council Meeting Dates.pdf
1/1/2010,Planning Comission Schedule,Document,Schedules,http://www.midvalecity.org/files/planning/schedules/2010/January/2010 Planning Commission Meeting Dates.pdf
2/23/2010,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/February/20100223RDA.pdf
2/23/2010,City Council Workshop Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/February/20100223WA.pdf
2/24/2010,Planning Commission Meeting Agenda,Document,Agendas,"http://www.midvalecity.org/files/planning/agendas/2010/February/February 24, 2010 PC Agenda.pdf"
3/2/2010,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/March/20100302CCA.pdf
3/2/2010,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/March/20100302RDA.pdf
3/2/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/March/City Council 03-02-2010.pdf
3/2/2010,Redevelopment Agency Meeting Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2010/March/RDA 03-02-2010.pdf
3/2/2010,Amended City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/March/20100302CCA.pdf
1/27/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/January/pzc20100127m.pdf
2/10/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/February/pzc20100210m.pdf
3/10/2010,Planning Commission Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/March/pzc20100310a.pdf
3/9/2010,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/March/20100309CCA.pdf
3/9/2010,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/March/20100309RDA.pdf
3/9/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/March/CC 03-09-2010.pdf
3/9/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/March/CC 03-09-2010.pdf
3/9/2010,Redevelopment Agency Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2010/March/RDA 03-09-2010.pdf
2/24/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/February/pzc20100224m.pdf
3/16/2010,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/March/20100316CCA.pdf
3/16/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/March/CC-3-16-2010.pdf
3/18/2010,Board of Adjustment Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/boa/agendas/2010/March/boa20100318a.pdf
3/18/2010,Budget Retreat Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/March/Budget Retreat March 2010.pdf
3/23/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/March/20100323WA.pdf
3/24/2010,Planning Commission Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/March/pzc20100324a.pdf
2/16/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/February/20100216 ccm.pdf
2/23/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/February/20100223cwm.pdf
3/2/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/March/20100302ccm.pdf
3/2/2010,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2010/March/20100302rda.pdf
3/9/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/March/20100309ccm.pdf
10/18/2007,Board of Adjustment Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2007/October/ba20071018m.pdf
3/24/2010,Planning Commission Meeting Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/March/pzc20100324p.pdf
3/10/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/March/pzc20100310m.pdf
4/6/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/April/20100406CCA.pdf
4/6/2010,Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/April/April 6, 2010 Council Meeting.pdf"
3/16/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/March/20100316ccm.pdf
3/23/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/March/20100323cwm.pdf
4/14/2010,Planning Commission Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/April/PC Agenda April 14th 2010.pdf
4/13/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/April/20100413WA.pdf
4/14/2010,Planning Commission Packet,Document,Packets,"http://www.midvalecity.org/files/planning/packets/2010/April/PC Packet April 14, 2010.pdf"
4/13/2010,Amended City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/April/20100413WA.pdf
3/24/2010,Planning Commission Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/March/PC032410.doc
4/20/2010,Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/April/Council Packet April 20, 2010.pdf"
4/20/2010,Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/April/20100420CCA.pdf
2/2/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/February/20100202ccm.pdf
2/2/2010,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2010/February/20100202rda.pdf
2/9/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/February/20100209cwm.pdf
2/9/2010,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2010/February/20100209rda.pdf
3/24/2010,Planning Commission Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/March/pzc20100324m.pdf
4/14/2010,Planning Commission Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/April/pzc20100414m.pdf
4/28/2010,Planning Commission Agenda,Document,Agendas,"http://www.midvalecity.org/files/planning/agendas/2010/April/PC Agenda, April 28th, 2010.rtf"
4/27/2010,Amended City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/April/20100427WA.pdf
4/28/2010,Planning Commission Packet,Document,Packets,"http://www.midvalecity.org/files/planning/packets/2010/April/April 28, 2010.pdf"
4/27/2010,Amended City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/April/20100427WA.pdf
5/4/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/May/20100504CCA.pdf
